Year,Ecoregion,StockKeyLabel,F.FMSy,SSB,F,Landings,Blim,Catches,AssessmentYear,FishingPressureDescription,StockSizeDescription,Discards,Flim,Fpa,Bpa,FMSY,MSYBtrigger,B.BMSY,Stock,Area,R,Method,Assessment_URL,source,Fref_point,Fref,Meeting_comments,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,version,stk_updated
1982,Iceland,pok.27.5b,0.934210526,76142,0.355,30964,24990,30964,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.091123805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,Iceland,pok.27.5b,1.128947368,78258,0.429,39176,24990,39176,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.149236515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,Iceland,pok.27.5b,1.144736842,87616,0.435,54665,24990,54665,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.406239701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,Iceland,pok.27.5b,1.134210526,95065,0.431,44605,24990,44605,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.610815116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Iceland,pok.27.5b,1.3,88274,0.494,41716,24990,41716,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.424310667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,Iceland,pok.27.5b,1.239473684,85511,0.471,40020,24990,40020,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.348429089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Iceland,pok.27.5b,1.1,94778,0.418,45285,24990,45285,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.602933099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,Iceland,pok.27.5b,1.028947368,103882,0.391,44477,24990,44477,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.852960562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,Iceland,pok.27.5b,1.260526316,100921,0.479,61628,24990,61628,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.771641217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Iceland,pok.27.5b,1.692105263,83135,0.643,54858,24990,54858,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.283175876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Iceland,pok.27.5b,1.494736842,65001,0.568,36487,24990,36487,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.785153246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Iceland,pok.27.5b,1.271052632,62957,0.483,33543,24990,33543,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.729017906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Iceland,pok.27.5b,1.160526316,61221,0.441,33182,24990,33182,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.681341316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Iceland,pok.27.5b,1.168421053,59400,0.444,27209,24990,27209,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.631330331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Iceland,pok.27.5b,0.910526316,49047,0.346,20029,24990,20029,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.347000989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Iceland,pok.27.5b,0.881578947,54373,0.335,22306,24990,22306,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.493271449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Iceland,pok.27.5b,0.881578947,63501,0.335,26421,24990,26421,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.743958036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Iceland,pok.27.5b,0.921052632,77435,0.35,33207,24990,33207,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.126634077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Iceland,pok.27.5b,0.934210526,89371,0.355,39020,24990,39020,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.454438097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Iceland,pok.27.5b,1.289473684,95080,0.49,51786,24990,51786,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.611227068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Iceland,pok.27.5b,1.134210526,98857,0.431,53546,24990,53546,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.714956608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Iceland,pok.27.5b,1.028947368,106924,0.391,46555,24990,46555,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.936504449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Iceland,pok.27.5b,1.060526316,116950,0.403,46355,24990,46355,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,3.211853235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Iceland,pok.27.5b,1.097368421,112218,0.417,67967,24990,67967,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,3.081896078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Iceland,pok.27.5b,1.313157895,105282,0.499,68465,24990,68465,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.891409425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Iceland,pok.27.5b,1.352631579,90994,0.514,62352,24990,62352,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.499011315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Iceland,pok.27.5b,1.471052632,82411,0.559,59243,24990,59243,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.263292321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Iceland,pok.27.5b,1.547368421,73269,0.588,59557,24990,59557,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,2.012221246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Iceland,pok.27.5b,1.665789474,57851,0.633,45441,24990,45441,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.58878941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Iceland,pok.27.5b,1.421052632,44453,0.54,30083,24990,30083,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.220833791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Iceland,pok.27.5b,1.489473684,40429,0.566,35448,24990,35448,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.110320773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Iceland,pok.27.5b,1.368421053,38055,0.52,26539,24990,26539,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.045122487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Iceland,pok.27.5b,1.328947368,42384,0.505,24103,24990,24103,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.164011864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Iceland,pok.27.5b,1.618421053,41262,0.615,25899,24990,25899,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.133197847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Iceland,pok.27.5b,1.421052632,41980,0.54,29672,24990,29672,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.152916621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Iceland,pok.27.5b,1.157894737,51510,0.44,30852,24990,30852,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.414643524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Iceland,pok.27.5b,1.121052632,52298,0.426,24046,24990,24046,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.436284741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Iceland,pok.27.5b,1.047368421,48346,0.398,21179,24990,21179,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.327749094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Iceland,pok.27.5b,0.878947368,49274,0.334,22920,24990,22920,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.353235197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Iceland,pok.27.5b,0.839473684,51214,0.319,17306,24990,17306,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.406514336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Iceland,pok.27.5b,0.792105263,50824,0.301,16119,24990,16119,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.395803581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Iceland,pok.27.5b,0.555263158,49125,0.211,7751,24990,7751,2023,F,SSB,NA,0.98,0.62,36412,0.38,36412,1.34914314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Greater North Sea,pol.27.3a4,NA,NA,NA,2622,NA,NA,2021,F,SSB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Greater North Sea,pol.27.3a4,NA,NA,NA,1997,NA,NA,2021,F,SSB,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Greater North Sea,pol.27.3a4,NA,NA,NA,5235,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Greater North Sea,pol.27.3a4,NA,NA,NA,1974,NA,NA,2021,F,SSB,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Greater North Sea,pol.27.3a4,NA,NA,NA,1904,NA,NA,2021,F,SSB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Greater North Sea,pol.27.3a4,NA,NA,NA,2205,NA,NA,2021,F,SSB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Greater North Sea,pol.27.3a4,NA,NA,NA,5549,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,Greater North Sea,pol.27.3a4,NA,NA,NA,3263,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Greater North Sea,pol.27.3a4,NA,NA,NA,2498,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Greater North Sea,pol.27.3a4,NA,NA,NA,2967,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Greater North Sea,pol.27.3a4,NA,NA,NA,1496,NA,NA,2021,F,SSB,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,Greater North Sea,pol.27.3a4,NA,NA,NA,4364,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Greater North Sea,pol.27.3a4,NA,NA,NA,1597,NA,NA,2021,F,SSB,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Greater North Sea,pol.27.3a4,NA,NA,NA,2514,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,Greater North Sea,pol.27.3a4,NA,NA,NA,2973,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,Greater North Sea,pol.27.3a4,NA,NA,NA,5571,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,Greater North Sea,pol.27.3a4,NA,NA,NA,3883,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Greater North Sea,pol.27.3a4,NA,NA,NA,3264,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Greater North Sea,pol.27.3a4,NA,NA,NA,2472,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,Greater North Sea,pol.27.3a4,NA,NA,NA,2188,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Greater North Sea,pol.27.3a4,NA,NA,NA,1491,NA,NA,2021,F,SSB,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Greater North Sea,pol.27.3a4,NA,NA,NA,1578,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Greater North Sea,pol.27.3a4,NA,NA,NA,3693,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Greater North Sea,pol.27.3a4,NA,NA,NA,3752,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,Greater North Sea,pol.27.3a4,NA,NA,NA,5041,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,Greater North Sea,pol.27.3a4,NA,NA,NA,6102,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Greater North Sea,pol.27.3a4,NA,NA,NA,2565,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Greater North Sea,pol.27.3a4,NA,NA,NA,6328,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,Greater North Sea,pol.27.3a4,NA,NA,NA,3474,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Greater North Sea,pol.27.3a4,NA,NA,NA,1696,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,Greater North Sea,pol.27.3a4,NA,NA,NA,4772,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Greater North Sea,pol.27.3a4,NA,NA,NA,1756,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Greater North Sea,pol.27.3a4,NA,NA,NA,1727,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,Greater North Sea,pol.27.3a4,NA,NA,NA,4182,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Greater North Sea,pol.27.3a4,NA,NA,NA,2700,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Greater North Sea,pol.27.3a4,NA,NA,NA,4701,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,Greater North Sea,pol.27.3a4,NA,NA,NA,2685,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Greater North Sea,pol.27.3a4,NA,NA,NA,2061,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Greater North Sea,pol.27.3a4,NA,NA,NA,2644,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Greater North Sea,pol.27.3a4,NA,NA,NA,2022,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Greater North Sea,pol.27.3a4,NA,NA,NA,2743,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Greater North Sea,pol.27.3a4,NA,NA,NA,2474,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Greater North Sea,pol.27.3a4,NA,NA,NA,1865,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Greater North Sea,pol.27.3a4,NA,NA,NA,2751,NA,NA,2021,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Celtic Seas,pol.27.67,NA,NA,NA,8517,NA,8517,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,Celtic Seas,pol.27.67,NA,NA,NA,8709,NA,8709,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Celtic Seas,pol.27.67,NA,NA,NA,8742,NA,8742,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,Celtic Seas,pol.27.67,NA,NA,NA,6931,NA,6931,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,Celtic Seas,pol.27.67,NA,NA,NA,8389,NA,8389,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Celtic Seas,pol.27.67,NA,NA,NA,6685,NA,6685,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Celtic Seas,pol.27.67,NA,NA,NA,6080,NA,6080,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Celtic Seas,pol.27.67,NA,NA,NA,5983,NA,5983,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Celtic Seas,pol.27.67,NA,NA,NA,6371,NA,6371,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Celtic Seas,pol.27.67,NA,NA,NA,6188,NA,6188,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Celtic Seas,pol.27.67,NA,NA,NA,6835,NA,6835,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Celtic Seas,pol.27.67,NA,NA,NA,6325,NA,6325,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Celtic Seas,pol.27.67,NA,NA,NA,5940,NA,5940,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Celtic Seas,pol.27.67,NA,NA,NA,5438,NA,5438,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Celtic Seas,pol.27.67,NA,NA,NA,5568,NA,5568,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Celtic Seas,pol.27.67,NA,NA,NA,6102,NA,6102,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Celtic Seas,pol.27.67,NA,NA,NA,6053,NA,6053,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Celtic Seas,pol.27.67,NA,NA,NA,5346,NA,5346,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Celtic Seas,pol.27.67,NA,NA,NA,4802,NA,4802,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Celtic Seas,pol.27.67,NA,1593,NA,4676,NA,4676,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Celtic Seas,pol.27.67,NA,1274,NA,4612,NA,4612,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Celtic Seas,pol.27.67,NA,623,NA,4644,NA,4644,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Celtic Seas,pol.27.67,NA,1570,NA,3875,NA,3875,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Celtic Seas,pol.27.67,NA,1364,NA,3976,NA,3976,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Celtic Seas,pol.27.67,NA,1334,NA,4164,NA,4164,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Celtic Seas,pol.27.67,NA,1391,NA,4554,NA,4554,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Celtic Seas,pol.27.67,NA,1105,NA,4573,NA,4573,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Celtic Seas,pol.27.67,NA,1348,NA,4965,NA,4965,2023,F,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
