Year,Ecoregion,StockKeyLabel,F.FMSy,SSB,F,Landings,Blim,Catches,AssessmentYear,FishingPressureDescription,StockSizeDescription,Discards,Flim,Fpa,Bpa,FMSY,MSYBtrigger,B.BMSY,Stock,Area,R,Method,Assessment_URL,source,Fref_point,Fref,Meeting_comments,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,version,stk_updated
1993,Celtic Seas,her.27.nirs,0.702857143,9321,0.246,4409,6080,4409,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.831638116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Celtic Seas,her.27.nirs,0.868571429,10455,0.304,4828,6080,4828,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.932815846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Celtic Seas,her.27.nirs,0.848571429,10211,0.297,5076,6080,5076,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.911045682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Celtic Seas,her.27.nirs,0.931428571,8639,0.326,5301,6080,5301,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.770788722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Celtic Seas,her.27.nirs,1.417142857,7256,0.496,6651,6080,6651,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.647394718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Celtic Seas,her.27.nirs,1.38,7177,0.483,4905,6080,4905,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.640346181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Celtic Seas,her.27.nirs,1.085714286,6697,0.38,4127,6080,4127,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.597519629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Celtic Seas,her.27.nirs,0.548571429,8007,0.192,2002,6080,2002,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.714400428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Celtic Seas,her.27.nirs,1.465714286,4883,0.513,5461,6080,5461,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.435670949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Celtic Seas,her.27.nirs,0.977142857,4800,0.342,2393,6080,2393,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.428265525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Celtic Seas,her.27.nirs,1.282857143,4231,0.449,2399,6080,2399,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.377498216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Celtic Seas,her.27.nirs,0.902857143,6441,0.316,2531,6080,2531,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.574678801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Celtic Seas,her.27.nirs,1.288571429,7001,0.451,4387,6080,4387,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.624643112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Celtic Seas,her.27.nirs,1.402857143,6759,0.491,4402,6080,4402,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.603051392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Celtic Seas,her.27.nirs,0.788571429,9719,0.276,4629,6080,4629,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.867148465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Celtic Seas,her.27.nirs,1,10875,0.35,4895,6080,4895,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.970289079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Celtic Seas,her.27.nirs,0.825714286,11572,0.289,4594,6080,4594,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,1.032476802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Celtic Seas,her.27.nirs,0.785714286,13051,0.275,4894,6080,4894,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,1.164436117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Celtic Seas,her.27.nirs,0.908571429,12311,0.318,5202,6080,5202,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,1.098411849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Celtic Seas,her.27.nirs,1.151428571,10002,0.403,5693,6080,5693,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.892398287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Celtic Seas,her.27.nirs,0.911428571,9457,0.319,4828,6080,4828,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.843772305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Celtic Seas,her.27.nirs,0.777142857,10525,0.272,5083,6080,5083,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.939061385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Celtic Seas,her.27.nirs,1.268571429,7937,0.444,4891,6080,4891,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.708154889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Celtic Seas,her.27.nirs,1.225714286,7941,0.429,4327,6080,4327,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.708511777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Celtic Seas,her.27.nirs,1.157142857,8212,0.405,3896,6080,3896,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.732690935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Celtic Seas,her.27.nirs,1.277142857,7179,0.447,6804,6080,6804,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.640524625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Celtic Seas,her.27.nirs,1.54,8586,0.539,6377,6080,6377,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.766059957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Celtic Seas,her.27.nirs,2.394285714,6495,0.838,7927,6080,7927,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.579496788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Celtic Seas,her.27.nirs,1.26,12334,0.441,7208,6080,7208,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,1.100463954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Celtic Seas,her.27.nirs,1.882857143,9627,0.659,7888,6080,7888,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.858940043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Celtic Seas,her.27.nirs,NA,9135,NA,7369,6080,7369,2023,F,SSB,NA,0.45,0.35,9064,0.35,11208,0.815042827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,Widely,hke.27.3a46-8abd,1.258333333,79678,0.302,50551,61563,NA,2023,NA,Female-only SSB,923,0.73,0.54,78405,0.24,78405,1.016236209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,Widely,hke.27.3a46-8abd,1.316666667,90001,0.316,51096,61563,NA,2023,NA,Female-only SSB,918,0.73,0.54,78405,0.24,78405,1.147898731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,Widely,hke.27.3a46-8abd,1.604166667,92412,0.385,57265,61563,NA,2023,NA,Female-only SSB,1130,0.73,0.54,78405,0.24,78405,1.178649321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,Widely,hke.27.3a46-8abd,1.566666667,84415,0.376,53918,61563,NA,2023,NA,Female-only SSB,1197,0.73,0.54,78405,0.24,78405,1.076653275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,Widely,hke.27.3a46-8abd,1.5125,76401,0.363,54994,61563,NA,2023,NA,Female-only SSB,1436,0.73,0.54,78405,0.24,78405,0.974440406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,Widely,hke.27.3a46-8abd,1.529166667,78605,0.367,57507,61563,NA,2023,NA,Female-only SSB,1007,0.73,0.54,78405,0.24,78405,1.002550858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,Widely,hke.27.3a46-8abd,1.833333333,82363,0.44,63286,61563,NA,2023,NA,Female-only SSB,785,0.73,0.54,78405,0.24,78405,1.050481474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,Widely,hke.27.3a46-8abd,1.979166667,70232,0.475,56099,61563,NA,2023,NA,Female-only SSB,1499,0.73,0.54,78405,0.24,78405,0.895759199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Widely,hke.27.3a46-8abd,2.2,55495,0.528,57092,61563,NA,2023,NA,Female-only SSB,1746,0.73,0.54,78405,0.24,78405,0.707799247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,Widely,hke.27.3a46-8abd,2.475,50024,0.594,63369,61563,NA,2023,NA,Female-only SSB,1417,0.73,0.54,78405,0.24,78405,0.638020534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Widely,hke.27.3a46-8abd,2.504166667,51496,0.601,64823,61563,NA,2023,NA,Female-only SSB,1704,0.73,0.54,78405,0.24,78405,0.656794847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,Widely,hke.27.3a46-8abd,2.4875,50794,0.597,66473,61563,NA,2023,NA,Female-only SSB,1637,0.73,0.54,78405,0.24,78405,0.647841337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,Widely,hke.27.3a46-8abd,2.233333333,51031,0.536,59954,61563,NA,2023,NA,Female-only SSB,1373,0.73,0.54,78405,0.24,78405,0.650864103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Widely,hke.27.3a46-8abd,2.291666667,50914,0.55,58129,61563,NA,2023,NA,Female-only SSB,1114,0.73,0.54,78405,0.24,78405,0.649371851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Widely,hke.27.3a46-8abd,2.491666667,47844,0.598,56617,61563,NA,2023,NA,Female-only SSB,959,0.73,0.54,78405,0.24,78405,0.610216185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Widely,hke.27.3a46-8abd,2.670833333,41172,0.641,52144,61563,NA,2023,NA,Female-only SSB,1219,0.73,0.54,78405,0.24,78405,0.525119571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Widely,hke.27.3a46-8abd,2.704166667,33741,0.649,51259,61563,NA,2023,NA,Female-only SSB,1262,0.73,0.54,78405,0.24,78405,0.430342453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Widely,hke.27.3a46-8abd,2.9625,35832,0.711,57621,61563,NA,2023,NA,Female-only SSB,1103,0.73,0.54,78405,0.24,78405,0.45701167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Widely,hke.27.3a46-8abd,2.7375,36444,0.657,47210,61563,NA,2023,NA,Female-only SSB,687,0.73,0.54,78405,0.24,78405,0.464817295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Widely,hke.27.3a46-8abd,2.566666667,30619,0.616,42465,61563,NA,2023,NA,Female-only SSB,1114,0.73,0.54,78405,0.24,78405,0.390523564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Widely,hke.27.3a46-8abd,2.083333333,29600,0.5,35060,61563,NA,2023,NA,Female-only SSB,1583,0.73,0.54,78405,0.24,78405,0.377526943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Widely,hke.27.3a46-8abd,2.15,36011,0.516,39814,61563,NA,2023,NA,Female-only SSB,2697,0.73,0.54,78405,0.24,78405,0.459294688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Widely,hke.27.3a46-8abd,2.179166667,39077,0.523,42026,61563,NA,2023,NA,Female-only SSB,2105,0.73,0.54,78405,0.24,78405,0.498399337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Widely,hke.27.3a46-8abd,1.891666667,40777,0.454,36675,61563,NA,2023,NA,Female-only SSB,2105,0.73,0.54,78405,0.24,78405,0.520081627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Widely,hke.27.3a46-8abd,2.008333333,40143,0.482,40107,61563,NA,2023,NA,Female-only SSB,3714,0.73,0.54,78405,0.24,78405,0.511995408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Widely,hke.27.3a46-8abd,2.125,41882,0.51,43162,61563,NA,2023,NA,Female-only SSB,3751,0.73,0.54,78405,0.24,78405,0.534175116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Widely,hke.27.3a46-8abd,2.233333333,44512,0.536,46417,61563,NA,2023,NA,Female-only SSB,3165,0.73,0.54,78405,0.24,78405,0.567718895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Widely,hke.27.3a46-8abd,2.2875,42954,0.549,46550,61563,NA,2023,NA,Female-only SSB,4161,0.73,0.54,78405,0.24,78405,0.547847714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Widely,hke.27.3a46-8abd,1.670833333,45709,0.401,41467,61563,NA,2023,NA,Female-only SSB,2628,0.73,0.54,78405,0.24,78405,0.582985779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Widely,hke.27.3a46-8abd,1.3375,63972,0.321,45028,61563,NA,2023,NA,Female-only SSB,2964,0.73,0.54,78405,0.24,78405,0.815917352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Widely,hke.27.3a46-8abd,1.025,82017,0.246,47739,61563,NA,2023,NA,Female-only SSB,4442,0.73,0.54,78405,0.24,78405,1.046068491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Widely,hke.27.3a46-8abd,0.891666667,125263,0.214,58818,61563,NA,2023,NA,Female-only SSB,7727,0.73,0.54,78405,0.24,78405,1.597640457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Widely,hke.27.3a46-8abd,0.770833333,201808,0.185,72799,61563,NA,2023,NA,Female-only SSB,8870,0.73,0.54,78405,0.24,78405,2.57391748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Widely,hke.27.3a46-8abd,0.791666667,253369,0.19,87540,61563,NA,2023,NA,Female-only SSB,11097,0.73,0.54,78405,0.24,78405,3.231541356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Widely,hke.27.3a46-8abd,0.720833333,253728,0.173,85677,61563,NA,2023,NA,Female-only SSB,9534,0.73,0.54,78405,0.24,78405,3.236120145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Widely,hke.27.3a46-8abd,0.6625,248746,0.159,77343,61563,NA,2023,NA,Female-only SSB,9613,0.73,0.54,78405,0.24,78405,3.172578279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Widely,hke.27.3a46-8abd,0.7125,267045,0.171,89940,61563,NA,2023,NA,Female-only SSB,10952,0.73,0.54,78405,0.24,78405,3.405969007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Widely,hke.27.3a46-8abd,0.770833333,293823,0.185,95043,61563,NA,2023,NA,Female-only SSB,11622,0.73,0.54,78405,0.24,78405,3.747503348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Widely,hke.27.3a46-8abd,0.9,288515,0.216,107547,61563,NA,2023,NA,Female-only SSB,12065,0.73,0.54,78405,0.24,78405,3.679803584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Widely,hke.27.3a46-8abd,0.970833333,251115,0.233,104670,61563,NA,2023,NA,Female-only SSB,10639,0.73,0.54,78405,0.24,78405,3.202793189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Widely,hke.27.3a46-8abd,0.920833333,218651,0.221,89695,61563,NA,2023,NA,Female-only SSB,9764,0.73,0.54,78405,0.24,78405,2.788737963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Widely,hke.27.3a46-8abd,0.8875,205621,0.213,82298,61563,NA,2023,NA,Female-only SSB,8108,0.73,0.54,78405,0.24,78405,2.622549582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Widely,hke.27.3a46-8abd,0.8,199765,0.192,72579,61563,NA,2023,NA,Female-only SSB,6043,0.73,0.54,78405,0.24,78405,2.547860468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Widely,hke.27.3a46-8abd,0.7625,194941,0.183,68061,61563,NA,2023,NA,Female-only SSB,4686,0.73,0.54,78405,0.24,78405,2.48633378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Widely,hke.27.3a46-8abd,0.795833333,183432,0.191,67433,61563,NA,2023,NA,Female-only SSB,4179,0.73,0.54,78405,0.24,78405,2.339544672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Widely,hke.27.3a46-8abd,NA,163204,NA,NA,61563,NA,2023,NA,Female-only SSB,NA,0.73,0.54,78405,0.24,78405,2.081550921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,BoBiscay & Iberia,hke.27.8c9a,1.176470588,41100,0.26,17592,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,5.439385918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,BoBiscay & Iberia,hke.27.8c9a,1.628959276,37318,0.36,22950,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,4.938856538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,BoBiscay & Iberia,hke.27.8c9a,1.85520362,30862,0.41,22179,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,4.08443621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,BoBiscay & Iberia,hke.27.8c9a,1.945701357,24126,0.43,18941,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,3.192959238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,BoBiscay & Iberia,hke.27.8c9a,2.081447964,19477,0.46,17161,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,2.577686607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,BoBiscay & Iberia,hke.27.8c9a,2.262443439,15643,0.5,16185,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,2.070275278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,BoBiscay & Iberia,hke.27.8c9a,2.760180995,12400,0.61,16653,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,1.641079936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,BoBiscay & Iberia,hke.27.8c9a,2.488687783,9671,0.55,13786,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,1.279910005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,BoBiscay & Iberia,hke.27.8c9a,2.533936652,8509,0.56,13190,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,1.126124934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,BoBiscay & Iberia,hke.27.8c9a,2.488687783,8301,0.55,12827,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,1.098597141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,BoBiscay & Iberia,hke.27.8c9a,2.850678733,8132,0.63,13798,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,1.07623081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,BoBiscay & Iberia,hke.27.8c9a,2.895927602,7394,0.64,11489,6011,NA,2023,F,SSB,NA,0.694,0.558,7556,0.221,7556,0.978560085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,BoBiscay & Iberia,hke.27.8c9a,3.076923077,6199,0.68,9865,6011,NA,2023,F,SSB,994,0.694,0.558,7556,0.221,7556,0.820407623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,BoBiscay & Iberia,hke.27.8c9a,4.027149321,4868,0.89,12239,6011,NA,2023,F,SSB,2102,0.694,0.558,7556,0.221,7556,0.64425622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,BoBiscay & Iberia,hke.27.8c9a,4.07239819,3887,0.9,9730,6011,NA,2023,F,SSB,1910,0.694,0.558,7556,0.221,7556,0.514425622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,BoBiscay & Iberia,hke.27.8c9a,3.846153846,3416,0.85,8499,6011,NA,2023,F,SSB,2270,0.694,0.558,7556,0.221,7556,0.452091053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,BoBiscay & Iberia,hke.27.8c9a,3.34841629,3036,0.74,7683,6011,NA,2023,F,SSB,1681,0.694,0.558,7556,0.221,7556,0.401799894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,BoBiscay & Iberia,hke.27.8c9a,2.488687783,3486,0.55,7171,6011,NA,2023,F,SSB,1519,0.694,0.558,7556,0.221,7556,0.461355214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,BoBiscay & Iberia,hke.27.8c9a,2.760180995,4392,0.61,7902,6011,NA,2023,F,SSB,1835,0.694,0.558,7556,0.221,7556,0.581259926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,BoBiscay & Iberia,hke.27.8c9a,2.352941176,4639,0.52,7581,6011,NA,2023,F,SSB,1662,0.694,0.558,7556,0.221,7556,0.613949179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,BoBiscay & Iberia,hke.27.8c9a,1.945701357,5091,0.43,6697,6011,NA,2023,F,SSB,1492,0.694,0.558,7556,0.221,7556,0.67376919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,BoBiscay & Iberia,hke.27.8c9a,1.583710407,5978,0.35,6745,6011,NA,2023,F,SSB,1461,0.694,0.558,7556,0.221,7556,0.791159344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,BoBiscay & Iberia,hke.27.8c9a,1.402714932,7532,0.31,6910,6011,NA,2023,F,SSB,913,0.694,0.558,7556,0.221,7556,0.996823716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,BoBiscay & Iberia,hke.27.8c9a,1.402714932,9490,0.31,8301,6011,NA,2023,F,SSB,1978,0.694,0.558,7556,0.221,7556,1.255955532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,BoBiscay & Iberia,hke.27.8c9a,1.357466063,11232,0.3,10799,6011,NA,2023,F,SSB,3262,0.694,0.558,7556,0.221,7556,1.486500794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,BoBiscay & Iberia,hke.27.8c9a,1.628959276,15244,0.36,14934,6011,NA,2023,F,SSB,2504,0.694,0.558,7556,0.221,7556,2.017469561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,BoBiscay & Iberia,hke.27.8c9a,1.719457014,18773,0.38,16773,6011,NA,2023,F,SSB,2311,0.694,0.558,7556,0.221,7556,2.484515617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
